sbd,toan,ngu_van,ngoai_ngu,vat_li,hoa_hoc,sinh_hoc,lich_su,dia_li,gdcd,ma_ngoai_ngu
44000245,8.8,8.25,7.8,,,,,,,N4
44000246,7.0,5.5,,,,,7.25,6.75,9.5,
44000247,6.2,7.75,5.4,,,,5.25,6.25,7.25,N1
44000250,,7.0,,,,,8.25,9.0,,
44000251,7.8,,,6.25,6.5,,,,,
44000252,,5.25,6.6,,,,5.25,8.25,9.0,N1
44000253,,5.25,,,,,6.5,7.75,9.5,
44000254,8.8,6.25,9.0,7.75,9.25,7.5,,,,N1
44000255,6.6,7.75,4.8,,,,,,,N1
44000256,8.2,,,,8.0,8.5,,,,
44000258,7.2,,,7.25,7.75,,,,,
44000259,,6.75,,,,,6.5,8.5,,
44000260,5.2,,,5.25,5.0,,,,,
45006193,6.4,5.5,4.2,,,,4.5,4.25,5.0,N1
45006194,7.2,7.0,4.6,,,,,,,N1
45006195,6.2,4.25,5.4,,,,5.25,6.25,7.25,N1
45006196,7.8,,,7.5,7.5,,,,,
45006197,7.0,5.0,4.0,,,,3.75,6.25,8.0,N1
45006199,8.6,8.5,7.0,,,7.0,,,,N1
45006200,,4.25,,,,,6.5,4.5,,
45006201,3.2,,4.0,,,,,,,N1
45006202,4.6,5.25,,,,,4.75,7.25,,
45006203,,8.25,,,,,7.5,7.5,,
45006204,6.8,,,6.75,6.75,,,,,
45006205,,5.75,,,,,6.25,5.75,,
45006206,8.0,,,6.5,7.75,,,,,
45006207,,7.25,,,,,9.0,8.5,,
45006208,,5.25,,,,,,,,
45006209,6.8,7.75,6.4,,,,7.5,9.0,8.25,N1
45006212,5.2,3.0,3.2,,,,4.25,5.75,3.5,N1
45006214,,6.0,,,,,4.0,7.25,,
45006215,4.2,3.75,,,,,5.25,6.25,,
45006217,6.2,4.5,4.8,,,,6.25,6.75,6.0,N1
45006218,7.2,4.25,4.2,,,,2.5,4.5,6.0,N1
45006220,6.0,5.0,,,,,,,,
45006221,7.8,,,,,,,,,
45006222,,5.25,,,,,4.75,7.25,,
45006223,7.4,,6.8,8.0,6.75,,,,,N1
45006225,5.4,,,,3.25,7.0,,,,
45006226,5.0,3.0,,,,,2.25,5.25,,
45006228,8.2,,6.2,8.75,3.5,2.5,,,,N1
45006229,,6.0,,,,,4.0,5.0,,
45006231,6.6,5.25,3.6,,,,,,,N1
45006232,8.8,,,9.25,9.25,,,,,
45006233,3.0,4.75,,,,,3.0,,,
45006235,2.8,4.5,,,,,4.25,6.75,,
45006237,7.8,,,8.75,7.5,,,,,
45006238,4.4,3.5,,,,,5.25,5.75,,
45006240,4.8,4.75,,,,,6.0,8.0,,
45006241,8.0,,,7.0,8.25,,,,,
45006242,,5.5,,,,,5.75,5.75,,
45006243,5.2,4.5,3.4,,,,7.25,5.5,,N1
45006244,,8.25,,,,,8.75,9.25,,
45006246,,7.75,,,,,8.75,9.5,,
45006247,3.2,,4.4,6.25,5.25,,,,,N1
45006248,4.2,,,,,,,5.0,,
45006250,5.8,7.0,,,,,,,,
45006251,,7.75,,,,,7.0,8.25,,
45006252,8.2,,6.0,7.0,,7.0,,,,N1
45006253,6.8,7.75,5.8,,,,5.5,8.0,8.5,N1
45006254,,6.75,,,,,,,,
45006255,3.2,4.25,4.8,,,,4.25,5.25,,N1
45006256,4.0,4.75,,,,,3.75,5.25,,
45006257,7.0,,,2.75,6.75,5.0,,,,
45006258,,4.75,,,,,8.5,9.5,,
45006259,3.6,5.5,4.4,,,,,6.0,,N1
45006260,,6.25,4.2,,,,3.5,,,N1
45006261,6.8,,,9.0,,,,,,
45006262,7.8,,,7.0,7.0,,,,,
45006263,5.8,2.5,4.4,,,,5.25,6.0,8.5,N1
45006264,4.4,,,,,,4.25,3.5,,
45006265,9.2,,,8.0,7.0,,,,,
45006269,8.2,7.75,4.8,,,,,,,N1
45006273,7.6,,4.0,,,,,,,N1
45006274,,3.75,,,,,6.25,6.5,,
45006275,6.6,5.25,4.0,,,,5.25,4.25,6.75,N1
45006277,7.0,4.0,2.2,,,,2.25,5.25,6.0,N1
45006279,8.6,,5.4,7.0,,,,,,N1
45006280,8.2,,,7.25,6.0,,,,,
45006282,5.8,5.25,3.2,,,,,,,N1
45006283,5.2,3.0,3.2,,,,4.0,5.0,8.25,N1
45006284,6.2,,,,,,,,,
45006285,7.4,6.5,6.8,,,,,,,N1
45006286,6.6,,,7.5,6.25,4.0,,,,
45006290,8.0,,,8.25,8.0,,,,,
45006291,8.4,,6.6,6.75,9.25,,,,,N1
45006293,2.6,5.0,,,,,,,,
45006295,8.0,,,,5.75,5.0,,,,
45006296,3.0,3.75,3.4,,,,3.25,7.25,8.25,N1
45006297,,3.25,,,,,4.25,6.0,,
45006300,2.0,3.0,3.6,,,,,,,N1
45006303,2.6,3.0,,,,,4.5,7.5,,
45006304,2.4,5.5,3.8,,,,3.0,8.25,5.0,N1
45006306,3.2,5.5,1.4,,,,4.5,7.5,6.75,N1
45006307,,5.25,,,,,7.0,6.75,,
45006308,8.0,6.25,8.4,,,,,,,N1
45006309,7.2,,,,5.5,7.75,,,,
45006310,6.6,,,4.75,4.5,,,,,
45006311,,7.0,,,,,9.5,9.0,,
45006312,5.2,,2.2,3.75,3.5,,,,,N1
45006313,6.4,3.75,3.8,,,,4.5,5.0,6.5,N1
45006314,5.4,6.5,,,,,8.25,,,
45006315,8.0,,3.4,6.0,4.75,,,,,N1
45006316,,7.75,,,,,7.75,8.0,8.5,
45006317,2.6,2.75,1.8,,,,4.75,6.25,6.25,N1
45006318,,,3.4,,,,,,,N1
45006319,5.0,,,,,,,,,
45006321,7.2,7.75,6.8,,,,,,,N1
45006322,,5.5,,,,,4.0,6.75,,
45006324,2.6,3.5,2.0,,,,1.75,,,N1
45006325,,7.75,,,,,,,7.75,
45006326,3.2,6.0,3.2,,,,,,,N1
45006328,,7.0,,,,,,,,
45006329,5.0,6.0,,,,,3.0,7.0,,
45006330,7.6,,,6.75,5.5,,,,,
45006331,7.8,,,6.25,4.75,5.25,,,,
45006332,,6.0,,,,,6.75,6.75,,
45006333,2.6,5.0,,,,,8.0,9.5,,
45006334,8.0,,,,,,,,,
45006335,,7.25,,,,,8.5,9.5,,
45006336,7.8,,,7.25,5.75,,,,,
45006337,,7.5,,,,,8.25,8.0,,
45006338,,7.5,,,,,6.75,6.25,,
45006339,7.2,8.25,2.6,5.75,,,,,,N1
45006340,6.4,7.75,1.4,,,,4.75,6.25,9.0,N1
45006341,2.4,5.75,,,,,4.0,2.5,,
45006342,6.8,8.75,8.0,,,,,,,N1
45006343,2.4,4.0,2.8,,,,5.25,5.5,,N1
45006344,2.6,4.5,3.0,,,,4.25,5.0,4.5,N1
45006345,,5.5,,,,,4.25,7.25,,
45006346,1.4,6.5,3.0,,,,5.25,6.5,,N1
45006347,3.4,5.5,,,,,4.75,,,
45006348,,6.5,,,,,1.5,4.0,,
45006350,,8.25,,,,,,,,
45006351,6.4,7.0,3.2,,,,,,,N1
46002617,2.2,1.5,,,,,3.0,4.0,,
46002618,6.6,,,,3.5,5.5,,,,
46002619,,5.5,,,,,5.0,6.25,,
46002620,8.6,,,,9.25,8.25,,,,
46002621,,3.5,,,,,5.0,7.25,,
46002622,7.8,,,5.0,5.5,,,,,
46002623,,6.75,,,,,8.5,8.5,,
46002624,4.4,5.25,,,,,4.0,6.5,,
46002625,,2.75,,,,,4.75,5.25,,
46002626,6.8,,7.8,4.75,2.0,6.5,,,,N1
46002628,7.8,,,6.75,5.75,4.25,,,,
46002629,,5.0,,,,,6.25,7.0,,
46002630,5.6,5.5,,,,,6.25,,,
46002631,7.8,,,8.75,8.0,,,,,
46002632,,5.0,,,,,5.5,5.75,,
46002633,3.2,5.75,,,,,,,,
46002634,,4.5,,,,,5.25,7.25,,
46002635,,6.5,,,,,7.5,9.0,,
46002637,,2.5,,,,,3.0,4.0,,
46002638,6.2,,,2.75,2.75,,,,,
46002639,8.2,,7.0,7.5,,,,,,N1
46002640,2.0,5.25,,,,,6.75,8.25,,
46002641,,3.25,,,,,3.5,5.5,,
46002642,,8.0,6.0,,,,7.0,8.25,,N1
46002643,,6.0,,,,,8.25,9.5,,
46002644,,4.0,,,,,4.5,7.5,,
46002645,,4.5,,,,,7.5,7.75,,
46002646,3.8,7.25,,,,,6.0,,,
46002647,6.8,7.5,,,,,6.0,,,
46002648,5.8,5.75,5.2,,,,,,,N1
46002649,6.4,5.5,,,,,5.5,,,
46002650,,4.5,,,,,5.5,7.0,,
46002651,,5.0,,,,,4.75,6.75,,
46002652,,5.25,,,,,6.0,6.75,,
46002653,,5.25,,,,,8.0,7.0,7.25,
46002654,7.6,,,6.25,7.25,,,,,
46002655,8.2,,9.2,8.75,7.25,,,,,N1
46002656,,6.5,,,,,4.5,4.75,,
46002657,,6.5,,,,,5.75,6.25,,
46002658,6.0,7.25,,,,,4.75,7.75,,
46002659,7.0,6.25,6.8,3.75,,,,,,N1
46002660,8.2,,7.6,,7.5,6.5,,,,N1
46002661,,8.5,6.2,,,,9.25,,,N1
46002662,2.8,4.5,,,,,4.0,,,
46002663,,4.0,,,,,5.0,7.5,,
46002664,,3.5,,,,,3.75,6.5,,
46002665,,4.25,,,,,5.75,7.5,,
46002666,3.4,5.75,,,,,6.0,7.25,,
46002667,5.0,5.75,4.8,,,,,,,N1
46002668,3.6,2.0,,,,,3.75,,,
46002669,,3.25,,,,,7.0,7.5,,
46002670,,6.25,,,,,7.75,7.5,,
46002671,5.4,,4.2,3.0,,,,,,N1
46002672,8.4,,,6.25,4.75,,,,,
46002673,,5.75,,,,,7.75,8.25,,
46002674,,5.5,,,,,5.25,7.0,,
46002675,2.6,6.0,,,,,7.25,8.25,,
46002676,,8.75,,,,,8.5,9.0,8.75,
46002677,,5.0,,,,,6.5,7.25,,
46002678,5.8,6.25,,,,,3.5,,,
46002679,,5.5,,,,,5.5,7.0,,
46002680,,3.5,,,,,6.75,7.0,,
46002681,,5.5,,,,,5.5,7.5,,
46002682,,5.0,,,,,5.75,5.25,,
46002683,3.0,3.75,2.6,,,,3.75,5.0,7.25,N1
46002684,8.6,7.25,8.4,,,,,,,N1
46002685,,3.25,,,,,3.75,5.75,,
46002687,,3.25,,,,,5.25,7.25,,
46002688,2.4,3.0,,,,,2.25,3.75,,
46002689,,8.0,,,,,5.75,8.25,,
46002691,7.4,7.5,,,,,7.25,,,
46002692,,5.75,,,,,8.75,8.75,,
46002693,,5.5,,,,,8.75,9.5,,
46002694,,5.75,,,,,6.5,6.5,,
46002695,,6.75,,,,,9.75,9.75,,
46002696,,6.0,,,,,5.25,7.25,,
46002697,2.8,4.0,2.6,,,,3.25,3.75,5.75,N1
46002699,,5.25,,,,,7.25,8.0,,
46002700,,5.75,,,,,5.25,7.0,,
46002701,,6.25,,,,,6.0,7.5,,
46002702,,6.25,,,,,7.25,7.75,,
46002703,6.0,,,5.25,4.0,,,,,
46002704,4.0,5.5,,,,,6.5,7.5,,
46002705,,4.0,,,,,5.25,7.5,,
46002706,7.8,5.75,6.0,,,,,,,N1
46002707,2.2,5.5,3.4,,,,4.75,7.5,8.0,N1
46002708,6.8,6.0,5.8,,,,,,,N1
46002709,7.2,,4.4,6.25,,6.5,,,,N1
46002710,,5.25,,,,,6.5,8.5,,
46002711,,6.0,,,,,5.75,7.75,,
46002712,,5.5,,,,,5.5,6.25,,
46002713,,5.0,,,,,5.5,7.5,7.25,
46002714,7.4,5.25,,,,,7.5,,,
46002715,,3.75,,,,,8.75,6.5,,
46002717,6.0,,3.2,5.5,,,,,,N1
46002718,,6.0,,,,,8.5,8.0,,
46002719,7.4,7.75,4.6,,,,8.0,6.75,7.75,N1
46002720,7.4,,,6.5,6.5,,,,,
46002721,,4.0,,,,,3.75,4.75,,
46002722,,6.5,,,,,6.0,9.0,,
46002723,,5.75,,,,,7.75,7.5,,
46002724,,2.25,,,,,5.0,7.75,,
46002725,,4.5,,,,,4.75,4.25,,
46002726,3.4,,1.8,,,,,,,N1
46002727,7.8,6.75,,,,,9.5,,,
46002728,,5.5,,,,,6.25,6.75,,
46002729,,5.5,,,,,,,,
46002730,5.8,,7.8,6.25,,,,,,N1
46002731,2.4,3.5,,,,,3.5,5.25,,
46002732,5.4,,,3.5,2.75,,,,,
46002733,3.0,4.5,,,,,,,,
46002734,,7.75,,,,,8.5,9.25,8.5,
46002736,2.4,4.5,2.6,,,,2.5,,,N1
46002737,,3.5,,,,,5.0,7.75,,
46002738,,4.5,,,,,4.0,7.5,,
46002739,,5.75,,,,,5.5,5.75,,
46002740,,3.75,,,,,6.5,6.75,,
46002741,3.6,3.75,,,,,4.25,6.0,,
46002742,8.4,6.5,,,,,9.5,,,
46002743,,6.5,,,,,5.25,7.25,,
46002744,3.8,1.75,,,,,6.0,,,
46002745,,4.5,,,,,3.5,6.75,,
46002746,3.4,2.0,,,,,,,,
46002747,2.6,,3.6,3.5,2.75,4.25,,,,N1
46002749,,4.75,,,,,6.0,5.0,,
46002750,,5.0,,,,,7.25,8.75,,
46002751,,3.75,,,,,4.25,7.25,,
46002752,5.6,,,,,,,,,
46002753,6.8,5.25,,,,,7.75,,,
46002754,,4.75,,,,,2.75,6.0,,
46002755,1.6,4.5,,,,,,,,
46002756,,3.5,,,,,3.75,5.5,,
46002757,4.4,4.0,,,,,5.5,,,
46002759,7.2,4.5,,,,,,,,
46002760,6.4,7.25,6.2,,,,,,,N1
46002761,,6.5,,,,,7.0,7.0,,
46002762,7.2,,,5.5,6.25,,,,,
46002763,6.8,,,,7.75,7.5,,,,
46002765,7.0,8.0,,,,,5.75,,,
46002766,7.6,,,4.0,6.25,,,,,
46002767,6.2,5.25,,,,,,,8.5,
46002768,7.8,6.5,5.6,,,,,,,N1
46002769,4.2,4.0,,,,,3.25,3.5,,
46002770,8.0,7.25,3.6,,,8.0,,,,N1
46002771,,6.0,,,,,7.5,8.5,,
46002772,8.0,,6.8,,,,6.5,,9.75,N1
46002773,7.2,4.25,,,,,7.25,,,
46002774,,5.0,,,,,7.5,7.5,,
46002775,,5.75,,,,,8.75,8.25,,
46002776,7.0,,3.0,8.25,8.0,,,,,N1
46002777,8.0,5.25,,,,,7.75,,,
46002778,,6.25,,,,,8.5,8.25,,
46002779,6.8,7.5,7.2,,,,,,,N1
46002780,,4.5,,,,,5.25,5.75,,
46002781,,4.75,,,,,6.0,7.25,,
46002782,2.6,2.75,,,,,4.75,,,
46002783,3.4,5.0,,,,,4.5,5.5,,
46002784,5.0,3.75,3.6,,,,,,,N1
46002785,3.2,5.0,,,,,4.25,,,
46002786,4.6,5.0,,,,,5.5,,,
46002787,4.4,2.75,3.8,,,,4.5,5.0,6.75,N1
46002788,,6.25,,,,,7.25,8.5,7.25,
46002789,2.8,5.75,,,,,4.25,,,
46002790,,5.0,,,,,5.5,6.0,,
46002791,,4.75,,,,,4.75,6.5,,
46002792,,5.75,,,,,8.75,9.5,,
46002793,,7.0,,,,,4.5,7.75,9.0,
46002794,,5.5,,,,,5.5,6.25,,
46002795,6.4,6.25,,,,,5.0,,,
46002796,,6.25,,,,,5.25,7.5,,
46002797,,6.0,,,,,4.5,8.25,,
46002799,7.0,,,,,,5.5,,,
46002800,,5.0,,,,,5.25,6.25,,
46002801,2.4,4.0,,,,,3.25,2.5,,
46002802,8.4,,,6.5,6.0,3.5,,,,
46002803,1.8,1.5,2.8,,,,2.25,1.75,1.5,N1
46002804,,7.75,,,,,,,,
46002805,,6.0,,,,,7.75,8.75,,
46002806,5.6,7.0,5.0,3.0,,,,,,N1
46002807,,4.5,,,,,6.5,7.25,,
46002808,,6.0,,,,,5.75,7.75,,
46002809,,3.5,,,,,4.25,6.5,,
46002810,,6.75,,,,,7.0,8.75,,
46002811,,3.75,,,,,4.0,6.25,,
46002812,6.4,,6.6,6.5,,,,,,N1
46002813,,6.75,,,,,7.75,8.5,,
46002814,,3.75,,,,,4.25,6.25,,
46002815,5.4,3.75,2.0,,,,6.25,4.75,7.25,N1
46002816,,4.75,,,,,5.5,5.5,,
46002817,,3.75,,,,,4.0,7.0,,
46002818,3.4,,,,,,4.75,,,
46002819,6.2,,,6.0,6.0,,,,,
46002820,4.2,5.0,,,,,4.0,,,
46002821,,5.5,,,,,6.0,6.75,,
46002822,,5.75,,,,,7.5,8.25,,
46002823,6.8,5.75,,,,,8.25,,,
46002824,3.6,5.5,,,,,6.25,,,
46002825,8.4,,,6.5,7.5,,,,,
46002826,,6.75,,,,,8.25,9.5,,
46002827,,4.5,,,,,5.25,7.5,,
46002828,3.4,3.5,3.8,,,,2.5,3.5,7.25,N1
46002829,5.8,7.5,4.4,,,,,,,N1
46002830,,7.25,,,,,6.75,8.0,,
46002831,,6.5,,,,,8.0,8.5,,
46002832,6.4,7.25,,,,,7.5,,,
46002833,,6.75,,,,,5.5,8.0,,
46002834,3.2,3.75,,,,,3.25,5.75,,
46002835,7.8,5.0,,,,,8.5,,,
46002836,7.8,,6.2,6.25,,,,,,N1
46002837,4.0,6.25,3.8,,,,,,,N1
46002838,,5.25,,,,,8.0,8.25,,
46002839,8.2,,5.8,7.5,,,,,,N1
46002840,,5.25,,,,,5.0,6.75,,
46002841,,5.75,,,,,3.75,6.25,,
46002842,7.6,8.0,6.6,,,,,,,N1
46002843,2.6,2.25,,,,,5.5,5.0,,
46002844,2.8,3.75,3.0,,,,4.75,6.75,6.75,N1
46002845,6.0,5.0,,,,,5.75,,,
46002846,,6.25,,,,,6.5,8.0,9.25,
46002847,7.0,6.0,,,,,4.5,,,
46002849,8.2,,7.4,6.5,8.25,7.25,,,,N1
46002850,6.8,6.25,,,,,7.25,,,
46002851,7.8,5.75,6.6,2.5,6.25,8.0,,,,N1
46002852,4.8,,,3.5,1.75,,,,,
46002854,,8.25,,,,,9.75,10.0,,
46002855,8.2,,,7.75,8.5,2.25,,,,
46002856,7.2,8.25,8.6,7.5,,,,,,N1
46002857,8.2,,,6.75,6.75,,,,,
46002858,,7.0,,,,,,10.0,9.75,
46002860,3.2,4.5,2.2,,,,3.75,3.0,5.5,N1
46002862,,6.5,,,,,8.25,9.5,,
46002863,,5.0,,,,,5.25,7.0,,
46002864,,7.25,,,,,5.75,8.25,,
46002865,7.8,6.0,,,,,8.5,7.25,,
46002866,8.0,,,8.0,7.5,,,,,
46002867,,6.75,,,,,5.5,8.0,,
46002868,7.8,5.75,,,,,7.75,,,
46002869,2.4,3.75,,,,,3.0,,,
46002870,7.6,,,,,,,,,
46002871,3.8,3.25,,,,,4.5,7.5,,
46002872,6.2,,2.6,6.75,4.25,2.75,,,,N1
46002873,,6.0,,,,,5.0,7.25,,
46002874,6.0,7.25,7.0,,,,,,,N1
46002875,,4.5,,,,,6.5,8.5,,
46002876,,4.25,,,,,6.5,7.0,,
46002877,,5.75,,,,,7.0,6.75,,
46002878,,7.0,,,,,8.75,9.0,,
46002879,4.6,4.5,,,,,5.25,,,
46002880,,5.5,,,,,7.75,6.75,,
46002881,,5.75,,,,,5.5,7.5,,
46002882,6.6,,5.0,3.5,,,,,,N1
46002883,,5.75,,,,,6.0,6.25,,
46002884,,4.25,,,,,4.75,5.0,,
46002885,8.2,7.25,6.0,,,,,,,N1
46002886,3.6,4.0,,,,,3.5,,,
46002887,,4.25,,,,,6.0,7.25,,
46002888,,5.5,,,,,4.5,7.0,,
46002889,4.2,,,4.25,3.5,,,,,
46002890,,6.0,,,,,8.75,8.25,,
46002891,,5.25,,,,,7.0,7.75,,
46002892,,5.0,,,,,6.0,5.75,,
46002893,2.6,2.75,,,,,3.25,4.5,,
46002894,,4.5,,,,,2.75,5.0,,
46002895,,1.5,,,,,2.75,1.25,,
46002896,,5.5,,,,,7.5,7.25,,
46002897,,4.0,,,,,6.75,8.25,,
46002898,,8.0,,,,,7.75,6.5,,
46002899,,3.5,,,,,3.5,3.75,,
46002900,,8.0,,,,,,,,
46002901,,6.25,,,,,7.5,8.0,,
46002902,7.0,6.75,4.4,,,,,,,N1
47013390,6.0,6.0,5.8,,,,,,,N1
47013391,3.8,,2.2,3.5,4.0,,,,,N1
47013393,7.2,,,,,,,7.0,7.5,
47013394,5.8,4.5,,,,,6.25,,,
47013395,,6.25,,,,,7.5,8.0,,
47013396,2.0,4.5,4.0,,,,,,,N1
47013397,,6.5,,,,,9.75,9.0,,
47013398,,4.5,,,,,5.0,5.75,,
47013399,8.0,,,7.75,9.25,,,,,
47013400,8.0,8.5,,,,,,,,
47013401,2.0,4.0,2.2,,,,4.5,4.75,6.75,N1
47013403,3.2,4.0,2.4,,,,4.25,6.0,5.75,N1
47013404,,4.75,,,,,5.0,7.0,,
47013407,7.6,8.0,7.4,,,,,,,N1
47013408,,5.25,,,,,5.25,7.25,,
47013409,,4.25,,,,,4.25,6.25,,
47013410,6.4,5.5,,,,,7.0,7.75,,
47013411,,2.0,,,,,5.0,7.5,,
47013412,,8.0,,,,,8.0,9.0,,
47013413,,2.5,,,,,4.25,5.75,,
47013414,,5.0,,,,,6.25,7.75,,
47013415,7.4,,7.2,5.75,,,,,,N1
47013416,7.6,,,7.0,8.0,,,,,
47013417,,5.0,,,,,6.75,8.0,,
47013418,,5.0,,,,,3.5,5.5,,
47013419,6.8,6.75,,,,,9.5,9.75,,
47013420,8.8,,,7.75,8.25,,,,,
47013421,5.6,6.0,,,,,6.0,7.25,,
47013422,8.4,,,8.25,8.25,,,,,
47013423,,6.25,,,,,9.25,8.5,,
47013424,7.4,6.5,5.2,,,,7.75,7.0,,N1
47013425,,4.25,,,,,8.0,5.75,,
47013426,8.2,7.5,,,,,,,,
47013427,7.6,6.5,,,,,7.5,,9.0,
47013428,,5.0,,,,,3.0,5.25,,
47013429,5.4,,,,6.5,7.25,,,,
47013430,,4.0,,,,,4.5,7.25,,
47013431,7.8,,,,6.5,7.5,,,,
47013432,7.8,,,6.75,8.0,,,,,
47013433,7.2,6.75,,,,,8.5,7.5,9.0,
47013434,7.6,8.75,6.0,6.25,,,,,,N1
47013436,,3.5,,,,,6.25,6.75,,
47013437,,3.5,,,,,8.0,5.0,,
47013438,7.8,,,,7.75,7.0,,,,
47013439,,4.0,,,,,7.25,8.0,,
47013440,4.4,4.25,3.6,4.5,4.25,3.5,,,,N1
47013441,4.4,4.5,,,,,6.25,7.25,,
47013442,,5.25,,,,,6.25,6.75,,
47013443,,2.75,,,,,3.25,3.25,,
47013444,,5.25,,,,,3.25,5.0,,
47013445,,5.75,,,,,9.25,7.75,1.0,
47013446,7.8,,6.4,,6.75,,,,,N1
47013447,1.6,3.0,3.0,,,,3.75,4.0,5.0,N1
47013448,5.8,,8.0,6.5,,,,,,N1
47013449,,3.25,,,,,5.75,7.75,,
47013450,7.4,6.75,7.8,,,,,,,N1
47013451,,5.75,,,,,5.5,7.0,,
47013452,7.6,,4.2,6.25,5.25,3.25,,,,N1
47013454,,3.5,,,,,5.75,6.0,,
47013458,7.8,6.0,5.2,,,,,,,N1
47013459,,5.0,,,,,3.75,6.0,,
47013460,,3.0,,,,,6.5,7.0,,
47013461,,6.5,,,,,8.5,9.5,,
47013462,7.6,,,7.75,7.5,,,,,
47013464,,4.25,,,,,5.75,6.25,,
47013465,5.0,6.5,3.8,,,,,,,N1
47013466,5.8,,5.2,5.5,,,,,,N1
47013468,7.6,,,6.5,6.25,2.75,,,,
47013469,6.2,,,,6.0,7.25,,,,
47013472,7.8,,8.2,,,,,,,N1
47013473,2.0,,2.6,,,,4.0,,,N1
47013474,5.6,5.5,,,,,6.25,,,
47013475,7.2,6.5,,,,,7.25,8.25,,
47013476,7.4,,,,7.0,7.75,,,,
47013478,,4.5,,,,,4.5,6.25,,
47013480,7.6,6.75,,,,,8.75,,,
47013482,3.8,,,4.0,2.75,,,,,
47013483,,3.5,,,,,4.25,5.25,,
47013484,,4.0,,,,,6.0,7.5,,
47013485,8.4,,,8.0,8.25,,,,,
47013486,,4.5,,,,,,,,
47013487,,6.25,,,,,8.75,8.75,,
47013488,7.0,7.0,3.8,,,,6.5,8.25,9.0,N1
47013489,4.4,,,3.5,3.5,,,,,
47013490,7.0,9.0,5.0,,,,,,,N1
47013492,7.4,7.75,6.0,,,,,,,N1
47013494,6.6,7.5,7.8,,,,,,,N1
47013495,4.0,6.0,,,,,7.75,7.75,,
47013496,7.2,8.5,6.6,,,,,,,N1
47013497,,5.5,,,,,7.5,6.0,,
47013498,,4.5,,,,,6.25,8.0,,
47013499,,4.25,,,,,6.75,7.0,,
47013501,,6.0,3.8,,,,,7.5,,N1
47013502,,5.25,,,,,6.0,7.25,,
47013503,,6.5,,,,,,,,
47013504,,7.25,,,,,6.25,8.25,,
47013505,5.0,6.25,,4.5,4.75,,,,,
47013506,4.0,3.5,,,,,3.5,3.5,,
47013507,7.4,8.5,7.0,,,,,,,N1
47013509,4.8,,5.2,,,6.5,,,,N1
47013511,,5.0,,,,,4.75,6.25,,
47013512,9.2,,9.4,9.75,,,,,,N1
47013513,3.4,5.5,,,,,5.75,,,
47013514,,,,5.75,,,,,,
47013515,8.2,,6.4,8.25,,,,,,N1
47013516,,8.0,7.0,,,,,,,N1
47013517,5.0,4.5,,,,,6.0,,,
47013518,,4.0,,,,,6.75,7.5,,
47013519,,6.0,,,,,9.0,9.25,,
47013520,6.4,,4.8,5.75,,,,,,N1
47013521,6.6,8.0,6.0,,,,,,,N1
47013522,,5.5,,,,,8.0,7.75,,
47013523,7.8,5.5,2.4,,,,,6.75,,N1
47013525,,5.25,,,,,4.0,6.0,,
47013526,,3.5,,,,,5.25,4.5,,
47013528,,5.75,,,,,5.75,,8.25,
47013529,6.4,,,,7.0,5.75,,,,
47013530,8.6,,7.6,7.75,,,,,,N1
47013531,3.8,5.5,,,,,9.0,9.75,7.25,
47013532,,6.25,,,,,5.5,6.5,,
47013533,,4.25,,,,,4.0,5.25,,
47013534,7.0,,,,6.25,8.0,,,,
47013535,8.4,,,6.25,5.5,,,,,
47013536,,6.25,,,,,8.5,9.0,,
47013537,6.8,4.75,6.2,,,,,,,N1
47013538,,5.0,,,,,4.0,6.75,,
47013539,8.6,,,,9.25,8.25,,,,
47013540,,4.5,,,,,4.75,4.75,,
47013541,6.4,7.0,,4.0,3.75,,,,,
47013542,,5.5,,,,,4.75,6.0,,
47013543,,6.25,,,,,7.5,8.0,,
47013544,,6.0,,,,,8.5,8.0,,
47013545,,6.0,,,,,5.25,7.5,6.0,
47013546,,8.0,7.8,,,,7.5,9.25,,N1
47013547,,2.5,,,,,6.75,5.25,,
47013548,,5.5,,,,,5.0,5.25,,
47013549,,5.0,,,,,7.5,9.0,,
47013550,,2.0,,,,,6.75,7.25,,
47013551,8.0,5.5,,,,,7.25,5.0,,
47013552,,3.25,,,,,2.0,5.75,,
47013553,7.8,,,7.5,6.75,,,,,
47013554,,2.25,,,,,5.5,7.0,,
47013555,5.6,7.0,3.8,,,,,,,N1
47013556,7.2,,,,4.75,6.5,,,,
47013558,,5.75,3.8,,,,5.5,,8.75,N1
47013561,,1.5,,,,,3.75,4.25,,
47013562,,4.75,,,,,7.5,10.0,,
47013564,,5.5,,,,,3.5,4.0,,
47013565,7.8,5.0,,,,,5.75,8.5,,
47013566,7.2,,,5.25,6.25,,,,,
47013567,,3.5,,,,,4.75,3.75,2.5,
47013568,7.0,6.0,,,,,8.5,8.0,8.25,
47013569,1.4,3.75,,1.75,2.75,3.75,,,,
47013570,,5.5,,,,,5.75,8.5,,
47013572,4.2,4.25,,,,,6.25,6.5,,
47013573,,3.5,,,,,5.25,3.5,,
47013574,,7.25,,,,,,,8.5,
47013575,8.8,,6.8,6.75,,,,,,N1
47013576,,6.25,,,,,9.25,8.25,,
47013577,,4.0,,,,,5.0,6.5,,
47013578,,8.25,,,,,9.25,9.5,,
47013579,,5.25,,,,,5.75,6.25,,
47013580,,5.0,,,,,5.5,5.75,,
